Date,Party_Name,GSTIN,Taxable_Value,GST_Rate,CGST,SGST,IGST,Total,Narration,Is_Fraud
2025-11-13,"Hayer, Barman and Dhar",15xfatD5894W9ZB,2200.03,28,308.0042000000001,308.0042000000001,0.0,2816.0384000000004,Inv No 9897,0
2025-08-29,Krishnamurthy PLC,35zXHJO3403q3ZB,20191.01,5,0.0,0.0,1009.5504999999999,21200.5605,Inv No 6147,0
2025-12-24,Mander-Dora,29OIUNu1543K8ZA,9729.45,18,0.0,0.0,1751.3010000000002,11480.751,Inv No 9915,0
2025-03-04,Nazareth PLC,15Vjqrk2725b8ZA,50000.0,18,0.0,0.0,9000.0,59000.0,Inv No 1769,1
2025-08-16,"Natarajan, Kalita and Gour",32WoJVe5428k1ZA,30596.28,18,0.0,0.0,5507.3304,36103.6104,Inv No 2124,0
2025-03-06,"Solanki, Sodhi and Singh",29IPNTC0621D7ZC,39214.28,0,0.0,0.0,0.0,39214.28,Inv No 2255,0
2025-05-19,"Sachdev, Sekhon and Sidhu",20MszDy4882i7ZC,28630.01,12,0.0,0.0,3435.6011999999996,32065.6112,Inv No 3628,0
2025-09-08,"Sachdev, Sekhon and Sidhu",27cCHbt9686t3ZB,5294.14,18,476.4726,476.4726,0.0,6247.0852,Inv No 5964,0
2025-08-05,Ravi-Krish,19jTIsz3161D5ZA,16323.22,18,1469.0898,1469.0898,0.0,19261.3996,Inv No 3409,0
2025-09-08,Sankaran-Das,33jpfOI9919V5ZB,30890.1,5,772.2525,772.2525,0.0,32434.604999999996,Inv No 4285,0
2025-03-23,"Nayak, Salvi and Sarkar",27Rbutx5387m7ZA,32418.15,5,810.4537500000001,810.4537500000001,0.0,34039.0575,Inv No 2688,0
2025-04-06,Bava PLC,32knZhA0199I8ZB,20421.27,12,0.0,0.0,2450.5524,22871.8224,Inv No 4502,0
2026-01-03,Krishnamurthy PLC,16eSIzH8408b1ZB,17177.58,28,0.0,0.0,4809.722400000001,21987.3024,Inv No 8909,0
2025-09-27,Bava PLC,28ukqIj2007d8ZB,5632.97,0,0.0,0.0,0.0,5632.97,Inv No 3438,0
2025-10-11,"Solanki, Sodhi and Singh",25xGUfm4547e4ZB,18913.31,28,0.0,0.0,5295.726800000001,24209.0368,Inv No 2103,0
2025-10-09,Nadig-Sharaf,14STLeS0033b5ZB,2634.51,5,0.0,0.0,131.7255,2766.2355000000002,Inv No 9453,0
2025-04-25,Chaudhry-Khanna,34ZMNgQ7192F6ZC,14474.06,0,0.0,0.0,0.0,14474.06,Inv No 8102,0
2026-02-22,Chandra and Sons,37bDNsJ8342c5ZC,19793.6,0,0.0,0.0,0.0,19793.6,Inv No 2437,0
2025-08-24,"Ravi, Madan and Dugal",12DaKyX6997u5ZC,9594.97,12,575.6981999999999,575.6981999999999,0.0,10746.3664,Inv No 6275,0
2025-12-27,More-Savant,15Lshgv1898j8ZA,26641.1,18,2397.6989999999996,2397.6989999999996,0.0,31436.498,Inv No 8007,0
2025-09-02,Nadig-Sharaf,20PWmxv9250k9ZB,23557.4,5,588.9350000000001,588.9350000000001,0.0,24735.270000000004,Inv No 2447,0
2025-05-22,Chakrabarti-Balan,27ysJqm0018z1ZC,28001.89,28,3920.2646000000004,3920.2646000000004,0.0,35842.419200000004,Inv No 2692,0
2026-02-11,"Hayer, Barman and Dhar",37ZSRBV8695f3ZA,50000.0,18,0.0,0.0,9000.0,59000.0,Inv No 9482,1
2025-11-24,Hegde and Sons,15ypylu6349X2ZC,30643.52,0,0.0,0.0,0.0,30643.52,Inv No 2698,0
2025-06-04,Upadhyay-Mutti,36UNVGA8148N8ZB,4777.12,28,0.0,0.0,1337.5936000000002,6114.7136,Inv No 4310,0
2025-10-09,"Nayak, Salvi and Sarkar",24ZLsds6942C7ZC,20477.94,0,0.0,0.0,0.0,20477.94,Inv No 1894,0
2026-01-14,Randhawa Inc,19sOQGz7334N2ZA,31071.92,12,0.0,0.0,3728.6303999999996,34800.5504,Inv No 7585,0
2025-05-10,Dhar-Manne,23NXErL8865B6ZC,24932.03,28,0.0,0.0,6980.968400000001,31912.9984,Inv No 7533,0
2025-03-04,"Babu, Goda and Koshy",19zhBPL3239x8ZC,20388.86,12,0.0,0.0,2446.6632,22835.5232,Inv No 8684,0
2025-04-07,Ravi-Krish,35auUur4667F9ZC,13579.63,18,0.0,0.0,2444.3334,16023.963399999999,Inv No 2879,0
2025-06-21,Chakrabarti-Balan,25eXEsI3025Q6ZC,29360.3,0,0.0,0.0,0.0,29360.3,Inv No 1893,0
2025-04-12,"Ravi, Mangal and Bath",33wWeSY5628t4ZA,6615.08,28,926.1112,926.1112,0.0,8467.3024,Inv No 9607,0
2025-06-29,"Pandya, Chandran and Bora",37uXAzT1297C2ZA,29191.23,28,4086.7722000000003,4086.7722000000003,0.0,37364.7744,Inv No 6296,0
2025-03-31,"Natarajan, Kalita and Gour",30dHXzM1432O1ZA,26299.49,0,0.0,0.0,0.0,26299.49,Inv No 9725,0
2025-05-18,"Hayer, Barman and Dhar",14PIeiL7472t9ZB,35194.65,18,3167.5185,3167.5185,0.0,41529.687,Inv No 9757,0
2026-02-06,"Kumar, Deshpande and Gera",22nEGba6216h2ZB,3623.1,18,326.079,326.079,0.0,4275.258,Inv No 1917,0
2025-07-23,"Babu, Goda and Koshy",10iHbsM8243U8ZA,29294.44,0,0.0,0.0,0.0,29294.44,Inv No 9855,0
2025-06-06,"Hayer, Barman and Dhar",29QPfoL8344a4ZC,7889.14,5,197.22850000000003,197.22850000000003,0.0,8283.597,Inv No 2389,0
2025-06-25,Dhar-Manne,12gxWyZ9443P6ZA,1862.01,0,0.0,0.0,0.0,1862.01,Inv No 1610,0
2025-12-15,"Ben, Swaminathan and Lal",22wVSOZ6969O2ZC,50000.0,0,4500.0,4500.0,0.0,59000.0,Inv No 9369,1
2025-08-09,"Shah, Bhatia and Cheema",21iwGSn0691P7ZA,10417.47,12,625.0482,625.0482,0.0,11667.566399999998,Inv No 2731,0
2025-12-19,"Munshi, Kurian and Kapur",23ueorl3076u1ZA,10754.62,0,0.0,0.0,0.0,10754.62,Inv No 4434,0
2025-04-11,Ravi-Krish,18hQJMu6872B8ZB,26217.97,5,0.0,0.0,1310.8985000000002,27528.8685,Inv No 3535,0
2026-01-29,Sura-Oak,28tTJoZ0644v1ZC,19169.76,0,0.0,0.0,0.0,19169.76,Inv No 7729,0
2026-01-06,Sura-Oak,33wXnxp3198D9ZC,24917.59,12,0.0,0.0,2990.1108,27907.7008,Inv No 1130,0
2025-09-26,Ganesh and Sons,22MjUMX6425w5ZA,2783.23,18,0.0,0.0,500.9814,3284.2114,Inv No 1190,0
2025-04-22,"Keer, Kala and Luthra",15xXlbp6985m3ZA,20059.15,5,0.0,0.0,1002.9575000000001,21062.107500000002,Inv No 3832,0
2025-07-06,Bava PLC,35BztPo5694q6ZC,21976.61,5,549.41525,549.41525,0.0,23075.440499999997,Inv No 1059,0
2025-07-18,"Sengupta, Bansal and Chopra",21xrzYp4397G7ZB,13281.29,28,0.0,0.0,3718.7612000000004,17000.0512,Inv No 8286,0
2025-05-26,Balasubramanian LLC,34PkYXP1771m6ZA,30353.23,5,0.0,0.0,1517.6615000000002,31870.891499999998,Inv No 6501,0
2025-08-16,"Keer, Kala and Luthra",17PFBbd7113h7ZB,32408.37,5,810.20925,810.20925,0.0,34028.7885,Inv No 6937,0
2025-06-27,"Pandya, Chandran and Bora",36xsSgr7235I7ZB,15214.14,18,1369.2725999999998,1369.2725999999998,0.0,17952.6852,Inv No 8090,0
2025-11-12,Sur LLC,14yiWMj5296I3ZB,14254.76,5,0.0,0.0,712.738,14967.498,Inv No 3331,0
2026-02-05,"Natarajan, Kalita and Gour",13Drsro2810a1ZC,30300.24,28,0.0,0.0,8484.067200000001,38784.3072,Inv No 1918,0
2025-05-23,Sankaran-Das,38DdDNk9662D3ZA,3726.51,12,223.5906,223.5906,0.0,4173.6912,Inv No 9284,0
2025-03-18,"Shah, Bhatia and Cheema",10ABoXN6666j4ZB,27064.71,28,0.0,0.0,7578.1188,34642.8288,Inv No 3965,0
2025-06-21,Kapur Ltd,34sOVxv0237W6ZB,14133.47,0,0.0,0.0,0.0,14133.47,Inv No 6051,0
2025-06-22,Balasubramanian LLC,17TvsrC2483w7ZA,18821.96,5,470.549,470.549,0.0,19763.057999999997,Inv No 1275,0
2025-12-29,Mander-Dora,18yxBEy4505a4ZB,34837.31,0,0.0,0.0,0.0,34837.31,Inv No 2675,0
2026-02-26,Chakrabarti-Balan,35LnWNf0273I2ZA,14819.96,12,889.1976,889.1976,0.0,16598.355199999998,Inv No 5296,0
2025-06-06,Sankaran-Das,27UKQEp2210G4ZA,27123.21,28,0.0,0.0,7594.4988,34717.7088,Inv No 9901,0
2025-11-07,Ganesh and Sons,33ryotX0629p4ZB,17874.38,5,0.0,0.0,893.719,18768.099000000002,Inv No 1448,0
2025-07-31,Sastry-Rastogi,14gJjUc4724K8ZB,17183.73,5,0.0,0.0,859.1865,18042.9165,Inv No 7651,0
2025-09-30,"Natt, Krishnamurthy and Mani",17tLspb5770Z7ZC,7186.34,28,1006.0876000000001,1006.0876000000001,0.0,9198.515200000002,Inv No 1306,0
2025-10-02,Hegde and Sons,20wHyvH5723m8ZA,35396.11,12,0.0,0.0,4247.5332,39643.6432,Inv No 8757,0
2025-12-13,Sura-Oak,26Duthf1568k8ZC,35882.4,0,0.0,0.0,0.0,35882.4,Inv No 7090,0
2026-01-17,"Ravi, Madan and Dugal",11CsCaA0763Z1ZB,3586.45,0,0.0,0.0,0.0,3586.45,Inv No 8816,0
2025-12-04,"Parsa, Bhardwaj and Jha",22tEhYE2168j8ZC,12306.37,28,0.0,0.0,3445.7836000000007,15752.153600000001,Inv No 4809,0
2025-07-05,"Baral, Golla and Choudhry",36TNSRA0922o7ZC,25864.81,5,0.0,0.0,1293.2405,27158.0505,Inv No 5492,0
2025-05-22,"Baral, Golla and Choudhry",20dqUqZ1324W1ZB,20094.39,28,2813.2146000000002,2813.2146000000002,0.0,25720.819199999998,Inv No 1750,0
2025-11-07,"Padmanabhan, Bandi and Babu",29TTLhF3733s5ZC,38280.59,12,2296.8353999999995,2296.8353999999995,0.0,42874.26079999999,Inv No 2537,0
2025-11-10,Kapoor PLC,34zJDsb3949y4ZB,10550.05,12,633.0029999999999,633.0029999999999,0.0,11816.056,Inv No 8275,0
2025-05-28,"Kumar, Deshpande and Gera",34Brpvz0463v7ZB,22185.1,12,0.0,0.0,2662.2119999999995,24847.311999999998,Inv No 9935,0
2025-10-18,Nadig-Sharaf,22LjSMu9828w5ZA,23352.88,18,2101.7592,2101.7592,0.0,27556.398400000002,Inv No 5843,0
2026-02-21,Nazareth PLC,19nJRRR2193r9ZA,1594.33,28,223.20620000000002,223.20620000000002,0.0,2040.7424,Inv No 4522,0
2025-03-06,Krishnamurthy PLC,25TDBdv2699z9ZC,31567.57,5,789.18925,789.18925,0.0,33145.9485,Inv No 9346,0
2025-05-25,Pandya PLC,22waEhV6718S3ZC,2196.19,5,0.0,0.0,109.80950000000001,2305.9995,Inv No 5819,0
2025-10-05,Chahal and Sons,26RlZWW5908F3ZB,33148.76,0,0.0,0.0,0.0,33148.76,Inv No 1039,0
2025-04-26,Sura-Oak,25foHtk4820l1ZB,4371.74,28,0.0,0.0,1224.0872000000002,5595.8272,Inv No 6866,0
2026-02-24,Nadig-Sharaf,29PPjmn1746g4ZB,20072.07,0,0.0,0.0,0.0,20072.07,Inv No 4084,0
2026-02-15,Pandya PLC,14dAUDR2605z5ZA,22801.93,0,0.0,0.0,0.0,22801.93,Inv No 1186,0
2025-10-31,Upadhyay-Mutti,25mislz1832A3ZA,35158.85,28,0.0,0.0,9844.478000000001,45003.328,Inv No 1040,0
2025-07-06,Balasubramanian LLC,20ONAGk4526O6ZB,12858.02,28,0.0,0.0,3600.2456000000006,16458.265600000002,Inv No 8788,0
2025-12-17,Bath-Grewal,36vnjnr3675z9ZA,14003.41,28,1960.4774000000002,1960.4774000000002,0.0,17924.3648,Inv No 4187,0
2025-06-12,Sunder-Sahni,20xTVhk1049T3ZB,23373.94,0,0.0,0.0,0.0,23373.94,Inv No 5125,0
2025-11-17,"Shah, Bhatia and Cheema",34CtsuX6677U2ZB,33006.86,18,2970.6174,2970.6174,0.0,38948.094800000006,Inv No 6019,0
2025-07-24,Nadig-Sharaf,30PqqCU6342R5ZB,11183.86,18,0.0,0.0,2013.0948,13196.954800000001,Inv No 5265,0
2025-09-07,Nadig-Sharaf,21qwKKl4724e4ZB,12156.63,0,0.0,0.0,0.0,12156.63,Inv No 8784,0
2025-09-03,Ravi-Krish,34JpTpm3720s4ZC,6658.55,18,599.2695,599.2695,0.0,7857.089000000001,Inv No 8433,0
2025-12-28,Sankaran-Das,26wPsXz2222k4ZC,26783.11,0,0.0,0.0,0.0,26783.11,Inv No 2591,0
2025-05-31,"Kumar, Deshpande and Gera",33sDnGQ5695O7ZA,17827.25,28,2495.815,2495.815,0.0,22818.879999999997,Inv No 1180,0
2026-01-19,"Babu, Goda and Koshy",29PXIfE5479x7ZC,33703.27,0,0.0,0.0,0.0,33703.27,Inv No 4691,0
2025-12-20,"Baral, Golla and Choudhry",13bUzEp5253U8ZA,15043.53,28,2106.0942000000005,2106.0942000000005,0.0,19255.7184,Inv No 9656,0
2025-09-14,"Nayak, Salvi and Sarkar",13IQviP6505K4ZC,25000.0,18,2250.0,2250.0,0.0,29500.0,Split Payment Part 1,1
2025-09-14,"Nayak, Salvi and Sarkar",13IQviP6505K4ZC,25000.0,18,2250.0,2250.0,0.0,29500.0,Split Payment Part 2,1
2025-11-16,Sunder-Sahni,21PMQfk0001I4ZA,3458.07,0,0.0,0.0,0.0,3458.07,Inv No 3307,0
2025-03-07,Ravi-Krish,22hzXhh7952x9ZC,37591.35,0,0.0,0.0,0.0,37591.35,Personal Expense - Niharika,1
2025-12-11,Comar LLC,24aLXWk4568f5ZA,7748.9,5,0.0,0.0,387.445,8136.344999999999,Inv No 5111,0
2025-05-26,"Sengupta, Bansal and Chopra",15XeoWM4490y6ZA,30405.0,12,1824.3,1824.3,0.0,34053.6,Inv No 6653,0
2025-10-05,"Kumar, Deshpande and Gera",18hMCxE6410B4ZB,6308.64,0,0.0,0.0,0.0,6308.64,Inv No 2434,0
2025-06-07,"Shah, Bhatia and Cheema",31sUclz8515a7ZC,7063.07,0,0.0,0.0,0.0,7063.07,Inv No 4338,0
2026-01-30,Mander-Dora,18ZScfZ0255F1ZC,21431.1,28,0.0,0.0,6000.7080000000005,27431.807999999997,Inv No 7861,0
2025-11-16,Hegde and Sons,24WHgpj1530z5ZC,24726.25,12,0.0,0.0,2967.15,27693.4,Personal Expense - Pooja,1
2025-05-13,"Natt, Krishnamurthy and Mani",34tLoDo0651y3ZB,37553.39,12,0.0,0.0,4506.4068,42059.7968,Inv No 2517,0
2025-08-04,Dhar-Manne,26BoBDi5062f1ZC,11135.61,18,0.0,0.0,2004.4098000000001,13140.0198,Inv No 1882,0
2025-07-13,Gera-Sagar,31vgIPq3730o7ZC,17777.5,0,0.0,0.0,0.0,17777.5,Inv No 8213,0
2025-10-25,Bath-Grewal,25qSdBm6180F3ZB,36983.15,18,0.0,0.0,6656.967,43640.117,Inv No 3807,0
2025-04-30,"Babu, Goda and Koshy",28pWxsH0048Y3ZC,30397.05,28,4255.587,4255.587,0.0,38908.224,Inv No 6316,0
2025-04-30,Chakrabarti-Balan,20ljurK3647f4ZB,20065.34,0,0.0,0.0,0.0,20065.34,Inv No 5632,0
2025-06-05,Kapoor PLC,37OTIyY8056f7ZC,20355.8,0,0.0,0.0,0.0,20355.8,Inv No 1342,0
2025-10-11,"Natarajan, Kalita and Gour",27VtNOV4064u8ZB,1192.12,28,166.8968,166.8968,0.0,1525.9135999999999,Inv No 1500,0
2025-09-29,Kapoor PLC,11EajJm8697D1ZC,27612.62,28,0.0,0.0,7731.533600000001,35344.1536,Inv No 9994,0
2026-01-08,Dhar-Manne,32YKhhV1589y5ZC,18109.08,12,0.0,0.0,2173.0896000000002,20282.1696,Inv No 2910,0
2025-12-31,Dhar-Manne,26pWgGc0776U5ZB,37382.77,28,5233.5878,5233.5878,0.0,47849.9456,Inv No 3324,0
2025-06-25,Upadhyay-Mutti,24sBveP0608L6ZB,39370.44,28,5511.861600000001,5511.861600000001,0.0,50394.16320000001,Inv No 3296,0
2025-10-25,Chakrabarti-Balan,15fYGSQ5593j1ZA,38318.39,18,3448.6551,3448.6551,0.0,45215.70020000001,Inv No 6877,0
2025-10-28,"Padmanabhan, Bandi and Babu",14tkXTZ4176g2ZA,31618.86,12,0.0,0.0,3794.2632,35413.1232,Inv No 5637,0
2025-09-23,Mander-Dora,27aOvYq7103s4ZB,37830.31,0,0.0,0.0,0.0,37830.31,Inv No 8410,0
2025-06-09,Nadig-Sharaf,23cnAiU4285Q7ZC,8852.68,5,0.0,0.0,442.634,9295.314,Personal Expense - Riya,1
2025-12-25,Bava PLC,27fPSws5487v5ZB,31376.66,28,0.0,0.0,8785.464800000002,40162.124800000005,Inv No 5378,0
2025-05-09,Sankaran-Das,31XXpaI0514F3ZA,9465.61,5,0.0,0.0,473.2805000000001,9938.890500000001,Inv No 5157,0
2025-08-02,Krishnamurthy PLC,23mwAYK5793L4ZB,50000.0,28,0.0,0.0,9000.0,59000.0,Inv No 3196,1
2025-10-26,Bava PLC,21PykXx8419J8ZC,23629.88,12,1417.7928,1417.7928,0.0,26465.4656,Inv No 9398,0
2025-10-11,Chahal and Sons,22hBBQW3223I4ZA,13862.82,28,0.0,0.0,3881.5896000000002,17744.4096,Inv No 4314,0
2025-11-09,Nazareth PLC,38KXEDC4623f2ZA,1274.34,0,0.0,0.0,0.0,1274.34,Inv No 6626,0
2025-07-07,"Parsa, Bhardwaj and Jha",10CfLRO4005V6ZA,26438.78,18,2379.4901999999997,2379.4901999999997,0.0,31197.7604,Inv No 7659,0
2025-05-13,"Keer, Kala and Luthra",26NEoVm6673W2ZC,24880.61,0,0.0,0.0,0.0,24880.61,Inv No 3902,0
2025-09-12,"Natt, Krishnamurthy and Mani",22xAuoM8215X8ZA,28047.24,28,0.0,0.0,7853.227200000001,35900.4672,Inv No 4798,0
2025-05-13,Ganesh and Sons,14lGqqh9762Y1ZB,16393.1,0,0.0,0.0,0.0,16393.1,Inv No 5397,0
2025-09-22,"Parsa, Bhardwaj and Jha",12xaPAm0647n9ZA,35164.09,28,0.0,0.0,9845.9452,45010.0352,Inv No 3416,0
2025-08-20,Nazareth PLC,22cgDaw8372o7ZB,12821.93,5,0.0,0.0,641.0965000000001,13463.0265,Inv No 6223,0
2025-11-08,More-Savant,13zwlov5938g7ZB,16971.85,12,1018.3109999999999,1018.3109999999999,0.0,19008.472,Inv No 8214,0
2025-04-15,Bath-Grewal,26fZPEv3489h5ZC,20994.41,0,0.0,0.0,0.0,20994.41,Inv No 2027,0
2025-04-09,Upadhyay-Mutti,17AhwlG4611l4ZA,17480.12,28,0.0,0.0,4894.4336,22374.5536,Inv No 8295,0
2026-02-03,"Natt, Krishnamurthy and Mani",11UcYTm6147n3ZC,25373.94,18,0.0,0.0,4567.3092,29941.2492,Inv No 8556,0
2025-07-25,"Gour, Manne and Sarna",14OuEgG1049h6ZB,11844.07,0,0.0,0.0,0.0,11844.07,Inv No 6104,0
2025-06-11,Nadig-Sharaf,30ouaAr6347Q8ZC,15584.12,0,0.0,0.0,0.0,15584.12,Inv No 5261,0
2025-03-09,Sura-Biswas,17ZxbUW3393b1ZA,7658.34,18,0.0,0.0,1378.5012,9036.8412,Inv No 3465,0
2025-05-09,Ravi-Krish,34Ctgry5733Z9ZB,3327.24,5,83.181,83.181,0.0,3493.602,Inv No 1052,0
2025-09-08,"Pandya, Chandran and Bora",24PzVqB2386I1ZA,24213.32,18,2179.1988,2179.1988,0.0,28571.717599999996,Inv No 1934,0
2025-05-08,Nigam-Sankar,23oKMjD9835d9ZA,3451.45,12,0.0,0.0,414.174,3865.624,Inv No 6873,0
2025-03-14,Kapoor PLC,36nrPGh1254j9ZC,25935.01,12,1556.1005999999998,1556.1005999999998,0.0,29047.211199999998,Inv No 9915,0
2025-12-29,Nigam-Sankar,27XaQHM3673D5ZC,25526.31,0,0.0,0.0,0.0,25526.31,Inv No 8486,0
2026-01-31,"Natarajan, Kalita and Gour",10oFRgi6449m7ZB,14662.22,28,2052.7108000000003,2052.7108000000003,0.0,18767.6416,Inv No 6450,0
2025-05-01,Balasubramanian LLC,28jSffL0584T1ZB,26466.2,28,3705.2680000000005,3705.2680000000005,0.0,33876.736000000004,Inv No 6490,0
2025-06-12,Balasubramanian LLC,15XDteL5418O1ZB,3980.62,0,0.0,0.0,0.0,3980.62,Inv No 6239,0
2025-12-16,Kapur Ltd,22wCGlp6915O7ZC,23555.46,12,0.0,0.0,2826.6551999999997,26382.1152,Inv No 8465,0
2025-12-26,Hegde and Sons,28TroBS8427Q3ZC,29631.19,18,2666.8071,2666.8071,0.0,34964.8042,Inv No 4829,0
2025-07-10,Chahal and Sons,22QeEQJ4933U1ZC,1543.05,5,38.57625,38.57625,0.0,1620.2025,Inv No 1641,0
2026-02-18,Sura-Oak,26cIelL6854u3ZB,5849.57,28,0.0,0.0,1637.8796,7487.4496,Inv No 7009,0
2025-06-29,"Shah, Bhatia and Cheema",16dJHPT6749O5ZB,23176.12,28,3244.6568,3244.6568,0.0,29665.4336,Inv No 3246,0
