Date,Party_Name,GSTIN,Taxable_Value,GST_Rate,CGST,SGST,IGST,Total,Narration,Is_Fraud
2026-01-20,"Date, Nadkarni and Batta",22sYLwe8280w3ZB,1070.06,0,0.0,0.0,0.0,1070.06,"Being goods sold to Date, Nadkarni and Batta Inv No 752",0
2025-09-10,Sunder-Shan,24atSTZ2793U1ZB,195583.25,18,0.0,0.0,35204.985,230788.235,Being goods sold to Sunder-Shan Inv No 907,0
2026-02-01,Parikh-Narasimhan,22oSdYV2251V5ZB,209212.49,28,0.0,0.0,58579.497200000005,267791.9872,Being goods sold to Parikh-Narasimhan Inv No 200,0
2025-03-12,"Vyas, Randhawa and Parmar",22MaySD0223V9ZA,28786.3,12,0.0,0.0,3454.3559999999998,32240.656,"Being goods sold to Vyas, Randhawa and Parmar Inv No 643",0
2025-10-31,Balasubramanian-Bobal,33ONKuD5658x9ZB,228663.83,5,0.0,0.0,11433.1915,240097.02149999997,Being goods sold to Balasubramanian-Bobal Inv No 248,0
2025-03-15,"Shroff, Sant and Mody",23vTWXQ1358m5ZC,23183.16,18,2086.4844,2086.4844,0.0,27356.128800000002,"Being goods sold to Shroff, Sant and Mody Inv No 490",0
2025-03-11,Deshpande-Raj,34dXLgN3487D5ZA,270390.74,28,0.0,0.0,75709.4072,346100.1472,Being goods sold to Deshpande-Raj Inv No 397,0
2025-06-09,"Ghose, Mukherjee and Thaker",33LKtpN2715T1ZB,282885.65,0,0.0,0.0,0.0,282885.65,"Being goods sold to Ghose, Mukherjee and Thaker Inv No 682",0
2025-03-16,Wason-Srivastava,11XuuLd5031C8ZC,479296.9,18,43136.721,43136.721,0.0,565570.3420000001,Being goods sold to Wason-Srivastava Inv No 164,0
2026-01-27,"Khanna, Sandal and Biswas",27QhpOB4268A5ZA,450294.17,0,0.0,0.0,0.0,450294.17,"Being goods sold to Khanna, Sandal and Biswas Inv No 127",0
2026-01-31,"Sekhon, Goswami and Amble",30WcdhZ4357f9ZA,304670.11,18,27420.309899999997,27420.309899999997,0.0,359510.7298,"Being goods sold to Sekhon, Goswami and Amble Inv No 690",0
2026-02-19,Bhattacharyya and Sons,10oxkuK8237r8ZC,399278.94,0,0.0,0.0,0.0,399278.94,Being goods sold to Bhattacharyya and Sons Inv No 930,0
2025-04-14,"Keer, Mander and Shukla",16aOlZr8895m1ZC,330974.96,5,0.0,0.0,16548.748000000003,347523.70800000004,"Being goods sold to Keer, Mander and Shukla Inv No 244",0
2025-04-13,Deo-Bumb,25HoJJm8877N8ZB,470131.25,5,0.0,0.0,23506.5625,493637.8125,Being goods sold to Deo-Bumb Inv No 100,0
2025-09-30,Kumer-Venkatesh,24urTnZ2913Q7ZA,49096.83,12,2945.8098,2945.8098,0.0,54988.44960000001,Being goods sold to Kumer-Venkatesh Inv No 739,0
2025-08-07,Dhar Ltd,18esuiW6301K4ZA,462651.11,28,0.0,0.0,129542.3108,592193.4208,Being goods sold to Dhar Ltd Inv No 302,0
2025-08-02,"Sachdeva, Ramesh and Ravi",20sqSey4970S5ZB,416898.61,18,37520.874899999995,37520.874899999995,0.0,491940.3598,"Being goods sold to Sachdeva, Ramesh and Ravi Inv No 131",0
2025-08-17,"Chhabra, Dugar and Memon",34wAijp2850S1ZA,455399.77,0,0.0,0.0,0.0,455399.77,"Being goods sold to Chhabra, Dugar and Memon Inv No 817",0
2025-08-08,Sarna-Divan,21xLofQ1710g1ZC,362378.24,12,0.0,0.0,43485.3888,405863.6288,Being goods sold to Sarna-Divan Inv No 785,0
2025-09-04,"Bakshi, Barad and Mitter",34fYbwp2584C3ZC,485573.24,12,0.0,0.0,58268.788799999995,543842.0288,"Being goods sold to Bakshi, Barad and Mitter Inv No 575",0
2025-09-15,Walia Inc,34ObfYM4137t3ZC,296041.11,5,7401.02775,7401.02775,0.0,310843.1655,Being goods sold to Walia Inc Inv No 498,0
2025-09-05,"Oak, Suresh and Zacharia",18ilgtp4949V9ZB,483422.97,5,12085.57425,12085.57425,0.0,507594.1185,"Being goods sold to Oak, Suresh and Zacharia Inv No 954",0
2025-05-22,Venkatesh-Dasgupta,34vbGMV2148F6ZC,428478.79,12,0.0,0.0,51417.45479999999,479896.2448,Being goods sold to Venkatesh-Dasgupta Inv No 352,0
2025-10-12,Solanki-Kashyap,19qjfgK8361P2ZC,491833.14,5,0.0,0.0,24591.657000000003,516424.797,Being goods sold to Solanki-Kashyap Inv No 160,0
2025-04-12,Kala PLC,22UHFBz6108Y2ZB,413989.68,18,0.0,0.0,74518.1424,488507.8224,Being goods sold to Kala PLC Inv No 399,0
2025-12-11,Mangal-Tiwari,15WoazY8825E8ZB,364093.18,12,21845.590799999998,21845.590799999998,0.0,407784.3616,Being goods sold to Mangal-Tiwari Inv No 480,0
2025-03-08,Kapadia Group,17esmBK2311R6ZC,496260.72,0,0.0,0.0,0.0,496260.72,Being goods sold to Kapadia Group Inv No 343,0
2025-08-23,Babu-Kunda,33USlUo4859d8ZC,45470.63,5,1136.76575,1136.76575,0.0,47744.161499999995,Being goods sold to Babu-Kunda Inv No 921,0
2025-09-30,Lata-Bassi,12yBtfz0307d5ZB,337632.97,12,0.0,0.0,40515.956399999995,378148.9264,Being goods sold to Lata-Bassi Inv No 838,0
2025-05-08,"Patla, Chakrabarti and Ramaswamy",21FdUAh2617F5ZC,165249.83,28,0.0,0.0,46269.9524,211519.7824,"Being goods sold to Patla, Chakrabarti and Ramaswamy Inv No 235",0
2025-10-22,Kapadia-Doshi,13sbkOI1599Q6ZA,347322.5,18,31259.024999999998,31259.024999999998,0.0,409840.55000000005,Being goods sold to Kapadia-Doshi Inv No 109,0
2025-10-02,Bakshi-Nigam,20gQwYg3466r6ZB,170948.87,18,0.0,0.0,30770.796599999998,201719.6666,Being goods sold to Bakshi-Nigam Inv No 379,0
2025-11-25,"Shenoy, Hayer and Sehgal",20KEghi9797M9ZC,491629.58,5,0.0,0.0,24581.479000000003,516211.059,"Being goods sold to Shenoy, Hayer and Sehgal Inv No 250",0
2026-02-07,Bhatt Inc,25ZLUPR7108I8ZC,282154.81,28,39501.67340000001,39501.67340000001,0.0,361158.15680000006,Being goods sold to Bhatt Inc Inv No 918,0
2025-11-03,"Doctor, Iyer and Dey",20pCqmz0762a5ZB,57931.45,28,0.0,0.0,16220.806,74152.256,"Being goods sold to Doctor, Iyer and Dey Inv No 311",0
2025-11-30,"Venkataraman, Lall and Bajaj",36bQOSv8528B5ZB,371837.76,5,9295.944000000001,9295.944000000001,0.0,390429.64800000004,"Being goods sold to Venkataraman, Lall and Bajaj Inv No 741",0
2025-03-28,Munshi PLC,33pmrVj2409J7ZB,50000.0,18,0.0,0.0,9000.0,59000.0,Urgent payment cash,1
2026-01-02,Mand-Nayak,18jMSrX9161E3ZA,33252.19,5,0.0,0.0,1662.6095000000003,34914.7995,Being goods sold to Mand-Nayak Inv No 357,0
2025-10-03,Hayer and Sons,18OZNnc5307R5ZB,459794.61,5,11494.86525,11494.86525,0.0,482784.34049999993,Being goods sold to Hayer and Sons Inv No 536,0
2025-09-30,Subramanian LLC,21zZiBi0701s3ZC,271513.97,5,0.0,0.0,13575.698499999999,285089.66849999997,Being goods sold to Subramanian LLC Inv No 974,0
2026-02-22,Char-Kaul,34grvDh5262s1ZA,142409.95,18,0.0,0.0,25633.791,168043.741,Being goods sold to Char-Kaul Inv No 162,0
2026-01-06,Yohannan-Pau,35QuBDQ8773J3ZA,442044.07,0,0.0,0.0,0.0,442044.07,Being goods sold to Yohannan-Pau Inv No 799,0
2026-01-24,Sehgal-Raj,25mcCQT2831g7ZB,450636.15,12,0.0,0.0,54076.338,504712.488,Being goods sold to Sehgal-Raj Inv No 264,0
2025-07-28,"Majumdar, Sankaran and Warrior",32sLjrq4829i1ZC,416708.21,18,0.0,0.0,75007.47780000001,491715.6878,"Being goods sold to Majumdar, Sankaran and Warrior Inv No 380",0
2025-04-03,Kale-Chada,35ZxMpl9278a6ZB,109354.96,12,0.0,0.0,13122.5952,122477.5552,Being goods sold to Kale-Chada Inv No 178,0
2025-10-06,Hayre-Lanka,22EITMP8661y5ZB,344879.83,5,0.0,0.0,17243.9915,362123.8215,Being goods sold to Hayre-Lanka Inv No 198,0
2025-06-14,Kibe-Mandal,38twpwB7847N3ZA,292753.1,18,0.0,0.0,52695.558,345448.658,Being goods sold to Kibe-Mandal Inv No 201,0
2025-04-19,"Andra, Mallick and Bhakta",30hCwlU5801w6ZA,481242.52,28,67373.95280000001,67373.95280000001,0.0,615990.4256,"Being goods sold to Andra, Mallick and Bhakta Inv No 914",0
2025-12-20,Ghose Inc,33MPPrm0143E6ZA,75296.55,5,1882.4137500000002,1882.4137500000002,0.0,79061.37750000002,Being goods sold to Ghose Inc Inv No 879,0
2025-05-01,Bhargava Ltd,17igkSx0596o9ZA,450263.43,12,0.0,0.0,54031.6116,504295.0416,Being goods sold to Bhargava Ltd Inv No 910,0
2025-10-21,Issac-Kaur,11OGOXK1172e4ZC,446967.71,0,0.0,0.0,0.0,446967.71,Being goods sold to Issac-Kaur Inv No 521,0
2025-07-22,Shetty-Krishnamurthy,14umDQY6130J8ZA,245625.81,18,22106.3229,22106.3229,0.0,289838.4558,Being goods sold to Shetty-Krishnamurthy Inv No 775,0
2025-07-26,"Sathe, Pandey and Nagi",19kXQFz6233C6ZA,331399.9,0,0.0,0.0,0.0,331399.9,"Being goods sold to Sathe, Pandey and Nagi Inv No 198",0
2025-06-26,"Cheema, Sunder and Doshi",12ySjlJ8607i7ZC,281834.6,12,16910.075999999997,16910.075999999997,0.0,315654.752,"Being goods sold to Cheema, Sunder and Doshi Inv No 508",0
2025-04-17,Banik-Bera,36Zhrbo1789d5ZA,265608.91,0,0.0,0.0,0.0,265608.91,Being goods sold to Banik-Bera Inv No 350,0
2025-10-07,"Sani, Samra and Mutti",16rTXrN1249z7ZB,420891.03,12,0.0,0.0,50506.9236,471397.9536,"Being goods sold to Sani, Samra and Mutti Inv No 216",0
2025-12-09,Batta-Sood,23gqkjN8922V8ZC,109378.1,0,0.0,0.0,0.0,109378.1,Being goods sold to Batta-Sood Inv No 651,0
2025-07-08,Kadakia-Zacharia,14TpEPO5205V8ZA,294913.43,0,0.0,0.0,0.0,294913.43,Being goods sold to Kadakia-Zacharia Inv No 224,0
2025-12-18,Personal - Chatura,20UErvw9437R8ZB,400407.85,18,36036.70649999999,36036.70649999999,0.0,472481.2629999999,Adjustment,1
2025-07-02,Zacharia-Sani,15aFusf9767y8ZC,278190.36,28,38946.6504,38946.6504,0.0,356083.66079999995,Being goods sold to Zacharia-Sani Inv No 765,0
2025-09-17,Maharaj LLC,22gyzuh1592q9ZA,303134.43,28,0.0,0.0,84877.6404,388012.07039999997,Being goods sold to Maharaj LLC Inv No 491,0
2025-03-05,Malhotra PLC,31HCXXa2847t2ZB,205657.97,0,0.0,0.0,0.0,205657.97,Being goods sold to Malhotra PLC Inv No 474,0
2025-10-12,Karpe LLC,34hsXYo2291x7ZB,176171.3,18,15855.416999999998,15855.416999999998,0.0,207882.13399999996,Being goods sold to Karpe LLC Inv No 724,0
2026-02-27,Basu-Bava,16bkTJs8841X9ZB,253273.93,5,6331.84825,6331.84825,0.0,265937.6265,Being goods sold to Basu-Bava Inv No 812,0
2025-06-27,"Swaminathan, Merchant and Mishra",18TXMKG5903a5ZA,147321.11,12,8839.266599999999,8839.266599999999,0.0,164999.6432,"Being goods sold to Swaminathan, Merchant and Mishra Inv No 168",0
2025-12-02,"Lall, Wadhwa and Dube",20mnUpX9944Q2ZA,315917.66,12,0.0,0.0,37910.119199999994,353827.7792,"Being goods sold to Lall, Wadhwa and Dube Inv No 938",0
2025-08-04,"Gupta, Rajagopalan and Sani",15tpYbU5022B1ZA,50000.0,18,0.0,0.0,9000.0,59000.0,Urgent payment cash,1
2025-10-06,Pandey Group,30eduSx4682S3ZA,12735.9,5,0.0,0.0,636.7950000000001,13372.695,Being goods sold to Pandey Group Inv No 489,0
2025-04-15,Sane-Kar,28aPMhe5768A4ZB,29502.94,18,2655.2646,2655.2646,0.0,34813.4692,Being goods sold to Sane-Kar Inv No 732,0
2025-11-23,Ranganathan-Chanda,19UcKAN7591g2ZC,50000.0,18,0.0,0.0,9000.0,59000.0,Urgent payment cash,1
2025-08-29,Shetty LLC,32AuGIm7032o5ZC,37728.09,5,0.0,0.0,1886.4044999999999,39614.49449999999,Being goods sold to Shetty LLC Inv No 111,0
2026-01-20,Dash Inc,32Refkx5720y4ZA,227552.1,5,0.0,0.0,11377.605000000001,238929.70500000002,Being goods sold to Dash Inc Inv No 689,0
2025-10-25,Nayak-Madan,25GgRmM8285K4ZC,350607.53,5,0.0,0.0,17530.376500000002,368137.90650000004,Being goods sold to Nayak-Madan Inv No 951,0
2025-10-31,Lal and Sons,38qGiZn6428G7ZB,486570.93,28,0.0,0.0,68119.9302,554690.8602,GST Calculation Error,1
2025-11-01,Sur Group,26gWwQU6694s1ZC,318379.98,5,0.0,0.0,15918.999,334298.979,Being goods sold to Sur Group Inv No 853,0
2025-07-04,"Bains, Malhotra and Srivastava",35OLYMd2001n6ZA,491459.2,18,44231.328,44231.328,0.0,579921.856,"Being goods sold to Bains, Malhotra and Srivastava Inv No 128",0
2026-01-21,Das-Manne,25mHyas9624l9ZA,437200.0,12,26232.0,26232.0,0.0,489664.0,Being goods sold to Das-Manne Inv No 286,0
2025-10-22,Sawhney-Narasimhan,32zSpiC5097y7ZB,138274.36,5,3456.859,3456.859,0.0,145188.07799999998,Being goods sold to Sawhney-Narasimhan Inv No 518,0
2025-03-07,"Karnik, Chaudhary and Dhawan",23KicYC0350O2ZA,111459.23,18,10031.330699999999,10031.330699999999,0.0,131521.8914,"Being goods sold to Karnik, Chaudhary and Dhawan Inv No 927",0
2025-05-27,"Nagi, Nadig and Dayal",15cfeaq5481v4ZA,95431.12,12,0.0,0.0,11451.7344,106882.8544,"Being goods sold to Nagi, Nadig and Dayal Inv No 442",0
2025-10-13,Singh-Keer,11gfpmY9820s1ZC,18668.18,0,0.0,0.0,0.0,18668.18,Being goods sold to Singh-Keer Inv No 881,0
2026-02-03,"Sandal, Jhaveri and Memon",30vLMct2042m3ZA,93172.95,12,5590.3769999999995,5590.3769999999995,0.0,104353.70399999998,"Being goods sold to Sandal, Jhaveri and Memon Inv No 367",0
2025-11-17,"Ramakrishnan, Dhar and Prabhu",18tanoo9148n3ZB,220983.66,12,0.0,0.0,26518.0392,247501.6992,"Being goods sold to Ramakrishnan, Dhar and Prabhu Inv No 499",0
2025-07-23,Sahota Inc,24sWOTi8064W8ZC,46553.45,0,0.0,0.0,0.0,46553.45,Being goods sold to Sahota Inc Inv No 988,0
2025-11-20,Natarajan PLC,20OtlCG8877c9ZB,205566.21,18,0.0,0.0,37001.917799999996,242568.1278,Being goods sold to Natarajan PLC Inv No 251,0
2025-09-12,Personal - Ikshita,38ntxoM3772m3ZB,7821.49,18,0.0,0.0,1407.8682,9229.358199999999,Adjustment,1
2026-01-19,Minhas-Sandhu,28RJpMn5524C6ZA,372075.09,12,22324.505400000002,22324.505400000002,0.0,416724.1008000001,Being goods sold to Minhas-Sandhu Inv No 674,0
2025-03-07,Joshi LLC,34IXuNS7645a3ZA,89266.44,28,12497.3016,12497.3016,0.0,114261.04320000001,Being goods sold to Joshi LLC Inv No 707,0
2025-04-30,Pall PLC,32UfpTf4099M2ZC,420447.2,5,10511.18,10511.18,0.0,441469.56,Being goods sold to Pall PLC Inv No 149,0
2025-12-08,"Gara, Bhattacharyya and Vala",31euWzw0768d9ZA,269748.4,28,37764.776000000005,37764.776000000005,0.0,345277.95200000005,"Being goods sold to Gara, Bhattacharyya and Vala Inv No 436",0
2025-11-24,Puri Ltd,24Thkfk8382O8ZC,413644.91,28,0.0,0.0,115820.5748,529465.4848,Being goods sold to Puri Ltd Inv No 814,0
2025-10-11,Tiwari and Sons,16klMxT3988y6ZA,232517.9,18,20926.610999999997,20926.610999999997,0.0,274371.122,Being goods sold to Tiwari and Sons Inv No 331,0
2026-02-27,Master-Narayan,11uUoZZ4355v4ZB,114250.74,5,0.0,0.0,5712.537,119963.277,Being goods sold to Master-Narayan Inv No 761,0
2025-09-07,"Walia, Mahajan and Kunda",16azNRA0221C4ZC,3787.86,5,94.69650000000001,94.69650000000001,0.0,3977.253,"Being goods sold to Walia, Mahajan and Kunda Inv No 775",0
2025-05-17,Wable Ltd,35QCeYR6420z9ZC,238381.42,18,0.0,0.0,42908.6556,281290.0756,Being goods sold to Wable Ltd Inv No 758,0
2025-09-19,Srivastava-Borah,14rdztR0653f8ZC,224804.48,18,0.0,0.0,40464.8064,265269.2864,Being goods sold to Srivastava-Borah Inv No 861,0
2025-04-17,"Boase, Goel and Buch",15zCkHm8885G3ZB,372385.4,28,52133.956000000006,52133.956000000006,0.0,476653.31200000003,"Being goods sold to Boase, Goel and Buch Inv No 558",0
2025-05-14,Parsa-Sathe,34pfLrs5821L8ZC,373854.08,5,9346.352,9346.352,0.0,392546.78400000004,Being goods sold to Parsa-Sathe Inv No 284,0
2025-11-25,Upadhyay and Sons,23ibcmJ1396B9ZA,140469.63,5,3511.7407500000004,3511.7407500000004,0.0,147493.1115,Being goods sold to Upadhyay and Sons Inv No 977,0
2025-12-06,Radhakrishnan-Deo,32lqmDB5892a5ZB,40286.64,28,0.0,0.0,11280.2592,51566.8992,Being goods sold to Radhakrishnan-Deo Inv No 843,0
2025-09-13,Sarna-Pall,14qqbTb6655n6ZC,56279.24,12,0.0,0.0,6753.5088,63032.7488,Being goods sold to Sarna-Pall Inv No 534,0
2026-02-20,"Palla, Chacko and Shroff",32mURHO3422X9ZA,460106.07,12,0.0,0.0,55212.7284,515318.7984,"Being goods sold to Palla, Chacko and Shroff Inv No 300",0
2025-04-02,Mahal LLC,29qqNBl1237l3ZB,332775.21,5,8319.38025,8319.38025,0.0,349413.9705,Being goods sold to Mahal LLC Inv No 674,0
2025-05-23,"Walia, Mahal and Puri",14TeEZO5996K3ZB,294724.11,0,0.0,0.0,0.0,294724.11,"Being goods sold to Walia, Mahal and Puri Inv No 208",0
2025-05-05,Lad and Sons,11zMyeu1905z5ZC,69105.94,5,0.0,0.0,3455.2970000000005,72561.23700000001,Being goods sold to Lad and Sons Inv No 831,0
2025-08-13,Arya-Bera,28Scptw5937U7ZC,325520.16,18,29296.814399999996,29296.814399999996,0.0,384113.7887999999,Being goods sold to Arya-Bera Inv No 743,0
2025-05-18,Korpal PLC,17IYUSl0248g5ZB,177906.51,12,10674.3906,10674.3906,0.0,199255.29120000004,Being goods sold to Korpal PLC Inv No 875,0
2025-08-27,Chatterjee-Puri,27CpsEc6366U4ZC,426280.72,5,10657.018,10657.018,0.0,447594.75599999994,Being goods sold to Chatterjee-Puri Inv No 897,0
2025-06-13,Gera-Mohan,30dcPhT7235Q6ZC,93809.04,12,5628.542399999999,5628.542399999999,0.0,105066.1248,Being goods sold to Gera-Mohan Inv No 773,0
2025-09-28,"Devi, Gokhale and Padmanabhan",20OHlic7111Z6ZA,497128.03,18,44741.5227,44741.5227,0.0,586611.0754,"Being goods sold to Devi, Gokhale and Padmanabhan Inv No 662",0
2025-04-06,Palan LLC,38bDKJn0398z3ZC,473653.59,5,11841.339750000001,11841.339750000001,0.0,497336.2695,Being goods sold to Palan LLC Inv No 427,0
2025-10-08,Dixit-Prabhu,36hqJYq1886L5ZC,401860.63,0,0.0,0.0,0.0,401860.63,Being goods sold to Dixit-Prabhu Inv No 981,0
2025-11-16,Sarraf and Sons,36dytxp8166q2ZA,316503.69,28,44310.5166,44310.5166,0.0,405124.7232,Being goods sold to Sarraf and Sons Inv No 354,0
2025-11-05,Kapur-Shah,35EIbWM9176h3ZA,261243.93,18,0.0,0.0,47023.9074,308267.83739999996,Being goods sold to Kapur-Shah Inv No 638,0
2025-07-17,"Babu, Lad and Hans",24KbWBQ7725O9ZC,394953.83,18,0.0,0.0,71091.6894,466045.5194,"Being goods sold to Babu, Lad and Hans Inv No 247",0
2025-11-16,"Sehgal, Tandon and Bedi",23arRVH5563d1ZA,115670.96,12,6940.2576,6940.2576,0.0,129551.4752,"Being goods sold to Sehgal, Tandon and Bedi Inv No 875",0
2025-06-03,"Grewal, Agate and Deshpande",31Rrsfj3459D9ZA,50000.0,18,4500.0,4500.0,0.0,59000.0,Urgent payment cash,1
2025-07-09,Saha Group,19yVNYH9819D3ZA,95205.91,12,5712.3546,5712.3546,0.0,106630.61920000002,Being goods sold to Saha Group Inv No 260,0
2025-08-05,Chatterjee-Sur,30LjNPd2937G2ZA,288681.08,0,0.0,0.0,0.0,288681.08,Being goods sold to Chatterjee-Sur Inv No 609,0
2026-02-22,Chaudhary Ltd,10yvcnN9826m3ZA,452730.54,5,0.0,0.0,22636.527000000002,475367.067,Being goods sold to Chaudhary Ltd Inv No 870,0
2025-11-01,Badal Group,22qUMdK5351v8ZC,423582.6,28,0.0,0.0,118603.12800000001,542185.728,Being goods sold to Badal Group Inv No 422,0
2025-03-09,Dixit-Chokshi,34jjgeA9809w1ZC,227559.19,18,20480.3271,20480.3271,0.0,268519.8442,Being goods sold to Dixit-Chokshi Inv No 563,0
2025-04-12,"Bandi, Prashad and Upadhyay",13aKYMJ1160x1ZA,183361.3,28,0.0,0.0,51341.164000000004,234702.46399999998,"Being goods sold to Bandi, Prashad and Upadhyay Inv No 694",0
2025-08-07,Oommen Ltd,15zAZnS6934B9ZC,223166.88,0,0.0,0.0,0.0,223166.88,Being goods sold to Oommen Ltd Inv No 693,0
2025-06-08,"Palla, Kari and Brar",27yledB3881b4ZA,306648.57,5,0.0,0.0,15332.428500000002,321980.9985,"Being goods sold to Palla, Kari and Brar Inv No 453",0
2025-05-14,"Ganesan, Dugar and Doshi",15FkLUx1653m4ZB,37250.57,0,0.0,0.0,0.0,37250.57,"Being goods sold to Ganesan, Dugar and Doshi Inv No 182",0
2025-04-06,Varughese-Kapur,35dlHza0778S3ZB,383446.77,5,0.0,0.0,19172.3385,402619.10850000003,Being goods sold to Varughese-Kapur Inv No 840,0
2025-03-17,Sawhney-Dada,32rzSoH2804J8ZA,180220.85,5,0.0,0.0,9011.042500000001,189231.89250000002,Being goods sold to Sawhney-Dada Inv No 337,0
2025-10-08,"Amble, Nanda and Mane",14YaxmG6767i3ZA,417281.03,5,10432.02575,10432.02575,0.0,438145.0815000001,"Being goods sold to Amble, Nanda and Mane Inv No 945",0
2025-04-24,"Patla, Naidu and Atwal",15nwHDN9768T4ZA,229514.18,12,13770.850799999998,13770.850799999998,0.0,257055.88159999996,"Being goods sold to Patla, Naidu and Atwal Inv No 581",0
2025-07-14,Atwal and Sons,27qltFV9877G8ZC,278773.39,12,0.0,0.0,33452.8068,312226.19680000003,Being goods sold to Atwal and Sons Inv No 441,0
2025-11-16,Oza LLC,32ZLHia9606y4ZC,37469.36,12,0.0,0.0,4496.3232,41965.6832,Being goods sold to Oza LLC Inv No 611,0
2025-11-06,Nazareth Inc,37GQkjr2214j2ZB,143123.15,5,0.0,0.0,7156.1575,150279.3075,Being goods sold to Nazareth Inc Inv No 520,0
2025-11-06,"Subramanian, Lad and Dass",37GcqLV2542l3ZB,485546.48,18,0.0,0.0,87398.3664,572944.8463999999,"Being goods sold to Subramanian, Lad and Dass Inv No 264",0
2025-06-15,Personal - Turvi,21xLNWe2036g5ZC,431150.53,18,38803.5477,38803.5477,0.0,508757.6254,Gift for family,1
2025-12-15,Cheema-Som,21rFavT9412j2ZC,115884.07,5,0.0,0.0,5794.2035000000005,121678.27350000001,Being goods sold to Cheema-Som Inv No 955,0
2025-04-27,Tandon LLC,15xiiMO1631S7ZB,366114.42,5,0.0,0.0,18305.721,384420.141,Being goods sold to Tandon LLC Inv No 642,0
2025-12-03,Padmanabhan-Nagi,21KgjLW6796A6ZB,325285.96,0,0.0,0.0,0.0,325285.96,Being goods sold to Padmanabhan-Nagi Inv No 218,0
2025-08-30,"Wason, Mukherjee and Kalla",20sCbLr2725B4ZC,205607.67,18,18504.690300000002,18504.690300000002,0.0,242617.05060000002,"Being goods sold to Wason, Mukherjee and Kalla Inv No 144",0
2025-07-20,"Handa, Chhabra and Tailor",16BgykA4732B5ZA,427565.54,18,38480.89859999999,38480.89859999999,0.0,504527.3372,"Being goods sold to Handa, Chhabra and Tailor Inv No 737",0
2026-01-02,Hora-Guha,32YtcoR4864e6ZB,263626.0,12,15817.56,15817.56,0.0,295261.12,Being goods sold to Hora-Guha Inv No 481,0
2025-06-07,Garg Ltd,33HDMhB1300X4ZC,468873.92,5,0.0,0.0,23443.696,492317.616,Being goods sold to Garg Ltd Inv No 217,0
2025-12-01,"Bumb, Bir and Varughese",32lFVTp7627n4ZB,479471.8,5,0.0,0.0,23973.59,503445.39,"Being goods sold to Bumb, Bir and Varughese Inv No 195",0
2025-10-18,Char-Mannan,32OylTX8087w6ZA,456605.44,28,63924.761600000005,63924.761600000005,0.0,584454.9632,Being goods sold to Char-Mannan Inv No 946,0
2025-07-07,"Ramesh, Roy and Solanki",24DvpOf7190s1ZC,321743.77,0,0.0,0.0,0.0,321743.77,"Being goods sold to Ramesh, Roy and Solanki Inv No 513",0
2025-08-12,Hayer LLC,27YvgWJ2180p5ZB,85948.6,28,12032.804000000002,12032.804000000002,0.0,110014.20800000001,Being goods sold to Hayer LLC Inv No 717,0
2025-12-14,Deep-Morar,32uDXVG9315F9ZB,474648.98,12,0.0,0.0,56957.87759999999,531606.8576,Being goods sold to Deep-Morar Inv No 878,0
