Taxable_Value,Total,is_round_amount,is_weekend,tax_mismatch,keyword_flag,vendor_daily_count,is_structured_split,Is_Fraud
7930.03,8326.5315,0,1,0,0,2,0,0
27525.0,35232.0,0,1,0,0,2,0,0
9563.61,11285.0598,0,0,0,0,2,1,0
25000.0,29500.0,0,0,0,1,3,1,1
25000.0,29500.0,0,0,0,1,3,1,1
2445.45,3130.1759999999995,0,0,0,0,1,0,0
9829.34,11008.8608,0,0,0,0,1,0,0
21661.38,25560.4284,0,0,0,0,1,0,0
2191.96,2454.9952000000003,0,0,0,0,1,0,0
26976.05,31831.739,0,0,0,0,1,0,0
32328.1,32328.1,0,0,0,0,1,0,0
18879.67,18879.67,0,1,0,0,2,1,0
34078.77,40212.9486,0,0,0,0,1,0,0
6737.58,7546.089599999999,0,0,0,0,1,0,0
3506.62,3927.4144,0,0,0,0,2,0,0
21369.84,23934.2208,0,0,0,0,1,0,0
35801.89,42246.230200000005,0,1,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
5850.46,6142.982999999999,0,0,0,0,1,0,0
22842.97,29239.001600000003,0,0,0,0,1,0,0
16285.84,16285.84,0,1,0,0,3,0,0
6542.3,6542.3,0,0,0,0,1,0,0
37608.04,37608.04,0,0,0,0,2,0,0
25542.09,25542.09,0,1,0,0,1,0,0
33740.31,43187.5968,0,1,0,0,1,0,0
22197.12,23306.976,0,1,0,0,1,0,0
27107.6,31986.968,0,1,0,0,1,0,0
1742.15,2055.737,0,1,0,0,1,0,0
32192.55,41206.464,0,1,0,0,1,0,0
10543.48,12441.306399999998,0,0,0,0,1,0,0
1399.18,1399.18,0,0,0,0,1,0,0
28803.84,28803.84,0,0,0,0,2,1,0
4124.57,4330.798499999999,0,0,0,0,1,0,0
13741.19,17588.7232,0,0,0,0,1,0,0
37136.08,47534.182400000005,0,0,0,0,2,0,0
30684.23,36207.3914,0,0,0,0,3,0,0
35684.05,37468.2525,0,0,0,0,1,0,0
38618.28,40549.194,0,0,0,0,1,0,0
17312.96,20429.2928,0,0,0,0,1,0,0
6525.59,7700.1962,0,0,0,0,1,0,0
3225.02,3386.271,0,0,0,0,1,0,0
25252.9,26515.545,0,0,0,0,1,0,0
18507.8,21839.204,0,0,0,0,2,1,0
26270.37,29422.8144,0,0,0,0,1,0,0
17076.11,17929.915500000003,0,1,0,0,1,0,0
1125.11,1440.1408,0,0,0,0,1,0,0
37477.42,39351.291,0,0,0,0,1,0,0
5504.28,5779.494,0,1,0,0,2,0,0
36589.38,40980.1056,0,0,0,0,3,0,0
30438.56,35917.5008,0,0,0,0,1,0,0
12194.97,15609.5616,0,0,0,0,1,0,0
24546.77,25774.1085,0,0,0,0,2,1,0
34998.96,34998.96,0,0,0,0,1,0,0
26864.63,28207.861500000003,0,0,0,0,1,0,0
34120.39,35826.409499999994,0,0,0,0,1,0,0
21597.31,27644.5568,0,1,0,0,1,0,0
20979.58,20979.58,0,0,0,0,1,0,0
13362.9,14966.448,0,1,0,0,1,0,0
11394.38,12761.7056,0,0,0,0,1,0,0
5563.29,5563.29,0,0,0,0,1,0,0
1704.49,2181.7472,0,1,0,0,1,0,0
18152.26,19059.873,0,0,0,0,1,0,0
7105.63,7958.305600000001,0,1,0,0,1,0,0
25934.03,33195.5584,0,0,0,0,2,0,0
30695.57,36220.7726,0,0,0,0,1,0,0
2211.99,2477.4288,0,0,0,0,1,0,0
3298.97,3298.97,0,1,0,0,1,0,0
25000.0,29500.0,0,0,0,1,3,1,1
25000.0,29500.0,0,0,0,1,3,1,1
23569.05,30168.384,0,1,0,0,1,0,0
3613.14,4046.7168,0,1,0,0,3,1,0
34460.46,44109.3888,0,0,0,0,1,0,0
20839.25,20839.25,0,0,0,0,1,0,0
9949.47,10446.9435,0,0,0,0,1,0,0
20965.98,22014.279,0,0,0,0,1,0,0
22601.85,25314.072,0,1,0,0,3,1,0
31666.44,31666.44,0,0,0,0,1,0,0
20756.74,23247.5488,0,0,0,0,1,0,0
3031.44,3577.0992,0,0,0,0,3,1,0
50000.0,59000.0,1,0,0,0,1,0,1
24860.52,24860.52,0,0,0,0,1,0,0
30596.34,34267.9008,0,1,0,0,1,0,0
12438.59,13060.5195,0,0,0,0,1,0,0
37091.36,38945.928,0,0,0,0,2,0,0
17100.97,19153.0864,0,1,0,0,1,0,0
13163.5,16849.28,0,0,0,0,2,1,0
13712.05,14397.6525,0,0,0,0,1,0,0
11875.39,11875.39,0,1,0,0,1,0,0
38636.77,49455.0656,0,1,0,0,1,0,0
23808.72,28094.2896,0,1,0,0,1,0,0
32109.77,41100.5056,0,1,0,0,1,0,0
10531.68,11058.264,0,0,0,0,2,1,0
7563.38,8924.7884,0,0,0,0,1,0,0
6277.61,8035.3408,0,1,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
24584.1,24584.1,0,0,0,0,2,1,0
21489.53,25357.6454,0,0,0,0,1,0,0
6987.88,8245.6984,0,1,0,0,1,0,0
28929.64,34136.9752,0,0,0,0,1,0,0
35252.78,35252.78,0,0,0,0,1,0,0
16241.28,17053.344,0,1,0,0,1,0,0
20846.69,20846.69,0,0,0,0,1,0,0
14671.61,14671.61,0,0,0,0,1,0,0
20448.03,22901.7936,0,0,0,0,1,0,0
20656.67,23135.4704,0,0,0,0,2,1,0
31368.22,35132.40640000001,0,0,0,0,2,0,0
15890.55,15890.55,0,1,0,0,1,0,0
14334.48,16914.6864,0,0,0,0,2,0,0
31067.63,39766.5664,0,0,0,0,1,0,0
18288.12,20482.6944,0,0,0,0,1,0,0
39594.8,46721.864,0,1,0,0,2,0,0
34355.84,36073.632,0,0,0,0,2,0,0
1197.73,1533.0944,0,1,0,0,1,0,0
24911.86,26157.453,0,0,0,0,2,1,0
36247.39,38059.7595,0,0,0,0,1,0,0
34582.4,44265.472,0,1,0,0,2,0,0
1299.04,1363.9920000000002,0,0,0,0,1,0,0
30555.44,39110.9632,0,1,0,0,1,0,0
25891.93,28998.9616,0,0,0,0,1,0,0
29159.69,34408.4342,0,0,0,0,3,0,0
32019.81,33620.800500000005,0,1,0,0,1,0,0
18948.38,22359.0884,0,0,0,0,1,0,0
33314.69,37312.4528,0,0,0,0,1,0,0
20862.79,23366.3248,0,0,0,0,1,0,0
50000.0,59000.0,1,1,1,0,1,0,1
37638.07,37638.07,0,1,0,0,2,0,0
10092.86,11304.0032,0,0,0,0,1,0,0
26029.99,26029.99,0,0,0,0,2,1,0
23188.55,27362.489,0,0,0,0,1,0,0
27559.66,35276.3648,0,0,0,0,3,0,0
6282.89,7036.8368,0,0,0,0,1,0,0
16841.65,18862.648,0,0,0,0,1,0,0
37199.37,39059.338500000005,0,0,0,0,1,0,0
23946.54,25143.867,0,0,0,0,1,0,0
30815.12,30815.12,0,0,0,0,1,0,0
18721.22,20967.7664,0,0,0,0,1,0,0
3998.45,5118.0160000000005,0,0,0,0,3,1,0
15026.04,16829.164800000002,0,1,0,0,1,0,0
35724.47,35724.47,0,1,0,0,1,0,0
17202.95,18063.0975,0,0,0,0,1,0,0
30830.38,32371.899,0,1,0,0,2,0,0
24504.0,27444.48,0,1,0,0,1,0,0
28561.97,33703.1246,0,0,0,0,1,0,0
29949.14,33543.0368,0,1,0,0,1,0,0
8725.81,9162.1005,0,0,0,0,3,1,0
5550.66,6549.7788,0,0,0,0,1,0,0
28186.99,33260.6482,0,1,0,0,1,0,0
14905.03,15650.2815,0,0,0,0,1,0,0
20104.89,25734.2592,0,0,0,0,1,0,0
19309.29,22784.9622,0,1,0,0,1,0,0
35637.33,35637.33,0,1,0,0,2,0,0
37643.85,44419.743,0,0,0,0,1,0,0
37148.52,41606.3424,0,1,0,0,3,0,0
22386.03,25072.3536,0,1,0,0,2,1,0
19049.53,19049.53,0,0,0,0,1,0,0
32448.66,34071.093,0,1,0,0,1,0,0
22478.64,23602.572,0,1,0,0,1,0,0
8767.36,8767.36,0,0,0,0,1,0,0
8840.16,10431.3888,0,0,0,0,1,0,0
26212.5,30930.75,0,1,0,0,2,0,0
33946.72,43451.801600000006,0,1,0,0,1,0,0
25000.0,29500.0,0,0,0,1,3,1,1
25000.0,29500.0,0,0,0,1,3,1,1
18275.86,23393.1008,0,1,0,0,1,0,0
8836.31,9278.1255,0,1,0,0,1,0,0
15055.64,19271.2192,0,0,0,0,1,0,0
38310.85,49037.888,0,0,0,0,1,0,0
31974.21,37729.5678,0,0,0,0,1,0,0
39113.26,43806.8512,0,0,0,0,2,0,0
3562.39,4203.620199999999,0,1,0,0,1,0,0
38055.29,48710.7712,0,0,0,0,2,0,0
18782.81,19721.950500000003,0,1,0,0,1,0,0
10854.14,12807.8852,0,1,0,0,2,0,0
23980.25,30694.72,0,0,0,0,1,0,0
9265.95,9729.2475,0,1,0,0,2,1,0
25075.96,28085.0752,0,0,0,0,1,0,0
11896.95,13324.584,0,0,0,0,1,0,0
25098.55,28110.376,0,0,0,0,1,0,0
4375.43,4594.201500000001,0,0,0,0,1,0,0
21634.02,21634.02,0,1,0,0,1,0,0
11415.92,13470.7856,0,1,0,0,1,0,0
14437.08,18479.4624,0,1,0,0,2,1,0
1002.28,1052.394,0,0,0,0,1,0,0
30125.9,30125.9,0,1,0,0,1,0,0
20682.86,20682.86,0,0,0,0,1,0,0
29423.58,32954.4096,0,0,0,0,2,0,0
38248.39,38248.39,0,0,0,0,1,0,0
29724.99,29724.99,0,0,0,0,2,1,0
23020.8,27164.544,0,1,0,0,1,0,0
22330.54,22330.54,0,0,0,0,1,0,0
17796.05,22778.944,0,0,0,0,1,0,0
14418.55,15139.4775,0,0,0,0,1,0,0
18173.4,21444.612,0,0,0,0,1,0,0
27681.58,29065.659,0,1,0,0,4,1,0
11995.33,14154.4894,0,0,0,0,1,0,0
2545.04,2545.04,0,0,0,0,2,0,0
26953.68,34500.7104,0,0,0,0,1,0,0
27442.86,28815.003,0,0,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
32640.56,41779.916800000006,0,0,0,0,5,0,0
39636.95,39636.95,0,1,0,0,1,0,0
17711.15,19836.488000000005,0,1,0,0,2,1,0
17343.3,17343.3,0,0,0,0,1,0,0
33862.7,33862.7,0,0,0,0,1,0,0
21161.75,23701.160000000003,0,0,0,0,1,0,0
10152.61,11980.0798,0,0,0,0,1,0,0
2949.13,3774.8864,0,0,0,0,1,0,0
8487.04,10863.411200000002,0,0,0,0,1,0,0
4267.87,4780.014399999999,0,0,0,0,1,0,0
14767.16,16539.2192,0,1,0,0,1,0,0
11382.98,11382.98,0,0,0,0,1,0,0
23865.98,30548.4544,0,0,0,0,2,0,0
19628.53,19628.53,0,0,0,0,1,0,0
18396.44,18396.44,0,1,0,0,1,0,0
5476.41,5476.41,0,0,0,0,1,0,0
19197.28,19197.28,0,0,0,0,1,0,0
23385.03,27594.3354,0,1,0,0,1,0,0
11179.3,12520.816,0,0,0,0,1,0,0
50000.0,59000.0,1,0,1,0,1,0,1
23761.96,28039.1128,0,1,0,0,2,1,0
23623.12,23623.12,0,0,0,0,1,0,0
2286.48,2698.0464,0,0,0,0,2,0,0
3890.54,4357.4048,0,0,0,0,1,0,0
7905.51,8854.1712,0,0,0,0,1,0,0
19757.49,22128.388800000004,0,0,0,0,1,0,0
11395.24,11965.002,0,0,0,0,1,0,0
16467.76,17291.147999999997,0,1,0,0,1,0,0
23189.11,25971.8032,0,0,0,0,1,0,0
12009.71,13450.8752,0,1,0,0,2,1,0
13715.78,15361.6736,0,0,0,0,2,1,0
2246.69,2359.0245,0,0,0,0,1,0,0
1942.23,1942.23,0,1,0,0,1,0,0
1309.45,1309.45,0,0,0,0,1,0,0
27123.0,28479.15,0,0,0,1,1,0,1
9935.35,11127.592,0,0,0,1,1,0,1
12962.34,13610.457,0,1,0,0,1,0,0
31054.92,31054.92,0,1,0,0,1,0,0
35342.99,45239.0272,0,1,0,0,1,0,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
33879.9,39978.282,0,0,0,0,1,0,0
3263.54,4177.3312,0,0,0,0,1,0,0
2573.76,2573.76,0,0,0,0,2,0,0
6122.3,7836.544000000001,0,1,0,0,1,0,0
1278.55,1278.55,0,1,0,0,1,0,0
9736.12,10904.4544,0,0,0,0,1,0,0
7335.97,7335.97,0,0,0,0,1,0,0
26866.75,31702.765,0,0,0,0,1,0,0
9088.65,10179.288,0,1,0,0,2,0,0
23097.9,23097.9,0,0,0,0,1,0,0
3157.07,3157.07,0,0,0,0,1,0,0
33329.12,42661.2736,0,0,0,0,1,0,0
25494.14,25494.14,0,0,0,0,2,1,0
12390.46,13877.315199999995,0,0,0,0,2,1,0
29001.43,32481.6016,0,0,0,0,1,0,0
26813.39,31639.8002,0,0,0,0,1,0,0
13493.13,17271.2064,0,1,0,0,2,1,0
31548.47,40382.0416,0,1,0,0,2,0,0
26395.61,26395.61,0,0,0,0,1,0,0
35742.27,35742.27,0,0,0,0,1,0,0
9547.19,11265.684200000002,0,0,0,0,1,0,0
9059.28,9512.244,0,0,0,0,1,0,0
9885.34,11664.7012,0,1,0,0,1,0,0
9920.96,11111.4752,0,0,0,0,2,1,0
8737.9,10310.722,0,1,0,0,2,1,0
39089.31,46125.3858,0,0,0,0,2,0,0
24316.13,31124.6464,0,1,0,0,3,0,0
27353.98,32277.6964,0,0,0,0,1,0,0
10861.25,11404.3125,0,0,0,0,1,0,0
16618.38,16618.38,0,0,0,0,1,0,0
4439.34,4439.34,0,1,0,0,2,1,0
3558.32,4554.649600000001,0,0,0,0,1,0,0
7919.28,7919.28,0,0,0,0,1,0,0
4701.4,5547.652,0,0,0,0,1,0,0
25726.74,28813.9488,0,0,0,0,3,1,0
25000.0,29500.0,0,0,0,1,2,1,1
25000.0,29500.0,0,0,0,1,2,1,1
20109.11,21114.5655,0,0,0,0,2,1,0
21197.92,23741.670399999995,0,0,0,0,1,0,0
13846.67,13846.67,0,0,0,0,1,0,0
15007.92,19210.1376,0,0,0,0,1,0,0
30022.09,35426.0662,0,0,0,0,1,0,0
7171.88,8032.5056,0,1,0,0,1,0,0
27397.12,27397.12,0,1,0,0,2,1,0
6541.79,7326.8048,0,0,0,0,2,1,0
28036.66,29438.493,0,1,0,0,1,0,0
8487.87,8487.87,0,0,0,0,1,0,0
16007.93,16808.3265,0,0,0,0,2,1,0
6065.03,6368.2815,0,0,0,0,1,0,0
5037.5,5289.375,0,0,0,0,1,0,0
18231.6,20419.392,0,0,0,0,1,0,0
5156.7,6084.906,0,1,0,0,1,0,0
30469.45,35953.951,0,0,0,0,2,0,0
39985.75,44784.03999999999,0,0,0,0,1,0,0
25454.17,25454.17,0,0,0,0,1,0,0
1496.37,1915.3536,0,0,0,0,2,0,0
36898.39,47229.9392,0,0,0,1,2,0,1
27702.94,29088.087,0,1,0,0,1,0,0
34658.96,40897.5728,0,0,0,0,1,0,0
20703.05,21738.2025,0,0,0,0,1,0,0
31604.48,35397.0176,0,0,0,0,2,0,0
34436.37,40634.9166,0,1,0,0,1,0,0
17458.53,20601.0654,0,0,0,0,1,0,0
28437.08,31849.5296,0,0,0,0,1,0,0
20941.07,26804.5696,0,0,0,0,1,0,0
2141.02,2526.4036,0,0,0,0,1,0,0
5775.08,6468.089599999999,0,1,0,0,2,0,0
6503.56,8324.5568,0,0,0,0,1,0,0
25000.0,29500.0,0,1,0,1,2,1,1
25000.0,29500.0,0,1,0,1,2,1,1
28212.81,28212.81,0,0,0,0,1,0,0
12270.02,13742.4224,0,0,0,0,2,1,0
30330.21,33969.8352,0,0,0,0,1,0,0
12346.96,14569.412799999998,0,0,0,0,1,0,0
36257.09,42783.3662,0,0,0,0,3,0,0
36869.17,43505.6206,0,0,0,0,1,0,0
21044.27,22096.4835,0,0,0,0,1,0,0
29386.14,32912.4768,0,0,0,0,1,0,0
17020.49,17020.49,0,1,0,0,1,0,0
30311.57,30311.57,0,1,0,0,1,0,0
39654.58,44413.1296,0,0,0,0,1,0,0
8635.18,10189.5124,0,1,0,0,1,0,0
36187.31,42701.0258,0,0,0,0,1,0,0
24433.61,25655.2905,0,0,0,0,1,0,0
31122.07,34856.7184,0,1,0,0,1,0,0
3617.3,3798.165,0,0,0,0,1,0,0
18200.07,23296.0896,0,0,0,0,2,1,0
7584.14,8494.2368,0,1,0,0,1,0,0
5928.66,6640.0992,0,0,0,0,1,0,0
23497.39,30076.6592,0,0,0,0,1,0,0
21392.59,27382.5152,0,0,0,0,1,0,0
28056.37,29459.1885,0,0,0,0,1,0,0
30166.34,35596.2812,0,0,0,0,1,0,0
21643.02,22725.171,0,1,0,0,1,0,0
30747.5,32284.875,0,1,0,0,1,0,0
32831.7,38741.406,0,0,0,0,1,0,0
29495.11,29495.11,0,0,0,0,1,0,0
26528.1,29711.472,0,1,0,0,1,0,0
34597.56,36327.438,0,0,0,0,1,0,0
25269.87,29818.4466,0,0,0,0,2,1,0
10359.95,12224.741000000002,0,0,0,0,2,0,0
35996.67,35996.67,0,0,0,0,2,0,0
11447.58,13508.1444,0,1,0,0,2,1,0
19847.92,23420.5456,0,0,0,0,1,0,0
7826.75,9235.565,0,0,0,0,2,1,0
25606.62,25606.62,0,0,0,0,1,0,0
37317.53,44034.6854,0,0,0,0,1,0,0
1282.07,1435.9183999999998,0,0,0,0,3,1,0
25912.6,29022.112,0,0,0,0,3,1,0
7395.98,7395.98,0,0,0,0,1,0,0
4806.73,5383.5376,0,1,0,0,1,0,0
8446.55,9966.929,0,0,0,0,2,1,0
22473.46,25170.2752,0,0,0,0,1,0,0
39604.58,50693.862400000005,0,0,0,0,2,0,0
50000.0,59000.0,1,0,1,0,1,0,1
36823.64,36823.64,0,0,0,0,2,0,0
22289.59,26301.7162,0,1,0,0,1,0,0
22255.72,26261.749600000003,0,0,0,0,1,0,0
7792.35,9194.973,0,1,0,0,3,1,0
32130.44,32130.44,0,0,0,0,1,0,0
15678.9,20068.992,0,1,0,0,1,0,0
12385.85,15853.888,0,0,0,0,1,0,0
1525.31,1708.3471999999997,0,0,0,0,1,0,0
37091.97,41543.0064,0,0,0,0,2,0,0
24156.22,28504.3396,0,0,0,0,1,0,0
19681.08,22042.8096,0,1,0,0,1,0,0
19983.16,22381.1392,0,1,0,0,1,0,0
36750.86,47041.1008,0,1,0,0,1,0,0
24256.89,31048.8192,0,0,0,0,1,0,0
30199.25,35635.115000000005,0,0,0,0,2,0,0
20154.03,21161.7315,0,0,0,0,1,0,0
4377.08,5164.9544000000005,0,0,0,0,1,0,0
22567.3,28886.144,0,1,0,0,1,0,0
15697.65,18523.227,0,0,0,0,1,0,0
28822.05,36892.224,0,0,0,0,1,0,0
37544.82,48057.3696,0,0,0,0,2,0,0
30526.06,36020.7508,0,1,0,0,2,0,0
28871.12,32335.6544,0,0,0,0,1,0,0
18984.6,18984.6,0,0,0,0,2,1,0
50000.0,59000.0,1,0,1,0,3,0,1
17971.28,21206.1104,0,1,0,0,1,0,0
18045.18,23097.8304,0,1,0,0,1,0,0
28936.1,30382.905,0,0,0,0,2,0,0
13165.22,13165.22,0,1,0,0,2,1,0
35301.22,39537.3664,0,0,0,0,1,0,0
27659.38,27659.38,0,1,0,0,1,0,0
24817.73,29284.9214,0,0,0,1,2,1,1
1968.99,2323.4082,0,0,0,1,1,0,1
8399.0,9910.82,0,1,0,0,1,0,0
22724.54,25451.4848,0,1,0,0,1,0,0
13734.99,15383.188799999998,0,0,0,0,1,0,0
6015.94,6737.8528,0,0,0,0,1,0,0
28254.47,28254.47,0,0,0,0,2,1,0
50000.0,59000.0,1,0,0,0,2,0,1
25777.85,25777.85,0,1,0,0,2,1,0
26494.81,26494.81,0,0,0,0,2,1,0
1706.48,2184.2944,0,0,0,0,1,0,0
14621.32,15352.386,0,0,0,0,1,0,0
38115.8,38115.8,0,0,0,0,1,0,0
5639.69,7218.803199999999,0,1,0,0,1,0,0
7709.9,9097.682,0,1,0,0,1,0,0
1085.8,1389.824,0,0,0,0,3,1,0
7188.73,8482.7014,0,1,0,0,1,0,0
32333.41,36213.4192,0,0,0,0,1,0,0
10403.63,13316.6464,0,0,0,0,1,0,0
32559.74,38420.4932,0,0,0,0,2,0,0
14064.9,15752.688,0,0,0,0,2,0,0
1385.81,1552.1072,0,1,0,0,1,0,0
17213.97,18074.6685,0,0,0,0,2,1,0
25526.53,32673.958400000003,0,1,0,0,1,0,0
35666.66,45653.3248,0,1,0,0,1,0,0
9324.29,11002.6622,0,0,0,0,1,0,0
13557.62,17353.7536,0,1,0,0,1,0,0
28505.68,31926.3616,0,0,0,0,1,0,0
8367.18,9371.2416,0,0,0,0,1,0,0
14176.72,18146.2016,0,0,0,0,3,1,0
22566.64,22566.64,0,0,0,0,1,0,0
6112.56,6418.188,0,1,0,0,1,0,0
18559.84,20787.0208,0,0,0,0,1,0,0
16949.17,17796.6285,0,1,0,0,1,0,0
32581.31,34210.3755,0,0,0,0,1,0,0
12391.64,13878.6368,0,0,0,0,1,0,0
12212.66,15632.2048,0,0,0,0,2,1,0
2955.23,3487.1714,0,0,0,0,1,0,0
23279.99,23279.99,0,1,0,0,1,0,0
29940.74,35330.0732,0,1,0,0,3,0,0
23149.67,25927.630399999995,0,0,0,0,1,0,0
3914.41,4384.1392,0,0,0,0,1,0,0
35076.6,36830.43,0,1,0,0,2,0,0
28386.86,36335.1808,0,0,0,0,1,0,0
8345.39,8762.659499999998,0,0,0,0,1,0,0
1884.25,2411.84,0,1,0,0,1,0,0
24365.12,31187.3536,0,0,0,0,2,0,0
14206.74,14917.077,0,1,0,0,1,0,0
8551.94,9578.1728,0,0,0,0,1,0,0
22805.91,29191.5648,0,0,0,0,2,1,0
35199.83,35199.83,0,0,0,0,1,0,0
2520.51,3226.2528,0,1,0,0,1,0,0
1448.47,1622.2864000000002,0,1,0,0,1,0,0
1067.45,1259.591,0,1,0,0,1,0,0
37618.56,39499.488,0,0,0,0,1,0,0
31802.26,37526.6668,0,1,0,0,1,0,0
39527.77,44271.1024,0,1,0,0,1,0,0
26141.64,27448.722,0,0,0,0,1,0,0
33887.15,43375.552,0,1,0,0,1,0,0
50000.0,59000.0,1,1,1,0,3,0,1
39309.43,39309.43,0,0,0,0,2,0,0
33727.26,39798.1668,0,1,0,0,2,0,0
28729.29,33900.5622,0,0,0,0,1,0,0
1621.66,1621.66,0,0,0,0,1,0,0
22085.01,24735.2112,0,0,0,0,1,0,0
6565.78,8404.1984,0,0,0,0,2,1,0
17289.24,19363.9488,0,0,0,0,1,0,0
37540.25,42045.08,0,1,0,0,1,0,0
30921.58,36487.4644,0,1,0,0,1,0,0
32923.9,42142.592,0,1,0,0,1,0,0
9592.2,12278.016,0,1,0,0,1,0,0
32776.42,34415.240999999995,0,1,0,0,1,0,0
15244.6,17073.952,0,0,0,0,2,1,0
6204.73,6949.2976,0,0,0,0,1,0,0
36604.98,46854.37440000001,0,1,0,0,1,0,0
2924.79,3743.7312,0,0,0,0,1,0,0
13062.0,13715.1,0,0,0,0,1,0,0
7906.18,9329.292399999998,0,0,0,0,1,0,0
26966.1,31819.998,0,0,0,0,1,0,0
36327.67,38144.0535,0,1,0,0,1,0,0
11229.93,13251.3174,0,0,0,0,1,0,0
36968.41,43622.72380000001,0,0,0,0,2,0,0
10149.66,11367.6192,0,0,0,0,1,0,0
21703.65,24308.088000000003,0,0,0,0,1,0,0
9010.76,9010.76,0,0,0,0,1,0,0
